상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,ADM_CD,ADM_NM,SIGUNGU_CD,SIGUNGU_NM
MA010120220813619345,루미니빨래방,,S2,수리·개인,S209,세탁,S20902,셀프 빨래방,S96912,가정용 세탁업,11,서울특별시,11170,용산구,11170560,원효로1동,1117011200,원효로1가,1117011200101340000,1,대지,134,,서울특별시 용산구 원효로1가 134,111704106268,서울특별시 용산구 원효로97길,15,,,,서울특별시 용산구 원효로97길 15,140111,04314,,,,126.969335806314,37.5413239121035,11030720,원효로1동,11030,용산구
MA010120220803940599,빌라지오헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11170,용산구,11170685,한남동,1117013100,한남동,1117013100102740014,1,대지,274,14,서울특별시 용산구 한남동 274-14,111704106272,서울특별시 용산구 유엔빌리지길,20,,1117013100102740014029253,호,서울특별시 용산구 유엔빌리지길 20,140888,04420,,,,127.009831917357,37.5337680909432,11030740,한남동,11030,용산구
MA010120220800271954,쌍금장식장,,G2,소매,G211,가구 소매,G21101,가구 소매업,G47520,가구 소매업,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100160009,1,대지,16,9,서울특별시 용산구 한강로3가 16-9,111703101023,서울특별시 용산구 청파로,74,,1117012800100160009011402,전자랜드,서울특별시 용산구 청파로 74,140749,04372,,2,,126.959564082485,37.5327884965563,11030730,한강로동,11030,용산구
MA010120220805858886,보스코,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,11,서울특별시,11170,용산구,11170530,남영동,1117010400,갈월동,1117010400100190004,1,대지,19,4,서울특별시 용산구 갈월동 19-4,111704106057,서울특별시 용산구 두텁바위로1길,5,,1117010400100190004023791,,서울특별시 용산구 두텁바위로1길 5,140801,04334,,,,126.972649639111,37.545487343627,11030530,남영동,11030,용산구
MA010120220813036372,휴먼피부과의원,,Q1,보건의료,Q102,의원,Q10204,피부/비뇨기과 의원,Q86201,일반의원,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100980000,1,대지,98,,서울특별시 용산구 한강로3가 98,111703102004,서울특별시 용산구 서빙고로,17,,,,서울특별시 용산구 서빙고로 17,140013,04387,,2,,126.967656503733,37.5258983278588,11030730,한강로동,11030,용산구
MA010120220813780190,가현택스김수종세무회계,,M1,과학·기술,M104,회계·세무,M10402,세무사,M71202,세무사업,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100980000,1,대지,98,,서울특별시 용산구 한강로3가 98,111703102004,서울특별시 용산구 서빙고로,17,,,용산센트럴파크,서울특별시 용산구 서빙고로 17,140013,04387,,7,,126.967656503733,37.5258983278588,11030730,한강로동,11030,용산구
MA010120220800268507,대원씨앤씨,,G2,소매,G216,안경·정밀기기 소매,G21603,사진기/기타 광학기기 소매업,G47823,사진기 및 사진용품 소매업,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100160026,1,대지,16,26,서울특별시 용산구 한강로3가 16-26,111703101023,서울특별시 용산구 청파로,74,,1117012800100160009011402,본관,서울특별시 용산구 청파로 74,140879,04372,,1,,126.959564082485,37.5327884965563,11030730,한강로동,11030,용산구
MA010120220813348593,성심,,N1,시설관리·임대,N102,청소·방제,N10203,소독; 구충 및 방제 서비스업,N74220,소독; 구충 및 방제 서비스업,11,서울특별시,11170,용산구,11170580,효창동,1117011900,효창동,1117011900100030091,1,대지,3,91,서울특별시 용산구 효창동 3-91,111704106328,서울특별시 용산구 임정로13길,10,2,1117011900100030091016294,,서울특별시 용산구 임정로13길 10-2,140897,04319,,,,126.957600955974,37.5430682210538,11030580,효창동,11030,용산구
MA010120220813993212,보케,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11170,용산구,11170660,이태원2동,1117013000,이태원동,1117013000102600135,1,대지,260,135,서울특별시 용산구 이태원동 260-135,111704106487,서울특별시 용산구 회나무로13길,52,22,1117013000102600135007802,,서울특별시 용산구 회나무로13길 52-22,140856,04342,,1,,126.990834669302,37.5414716977168,11030660,이태원2동,11030,용산구
MA010120220809229359,카닥제이외형복원,,S2,수리·개인,S203,자동차 수리·세차,S20302,자동차 세차장,S95213,자동차 세차업,11,서울특별시,11170,용산구,11170520,용산2가동,1117010200,용산동2가,1117010200100410010,1,대지,41,10,서울특별시 용산구 용산동2가 41-10,111704106209,서울특별시 용산구 신흥로3길,31,,1117010200100410010025644,명칭없음,서울특별시 용산구 신흥로3길 31,140842,04338,,1,,126.985425917385,37.5418585839412,11030520,용산2가동,11030,용산구
MA010120220805077389,비씨알그룹,코리아,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11170,용산구,11170650,이태원1동,1117013000,이태원동,1117013000101270030,1,대지,127,30,서울특별시 용산구 이태원동 127-30,111704106129,서울특별시 용산구 보광로60길,17,,1117013000101270022009678,지,서울특별시 용산구 보광로60길 17,140858,04406,,1,,126.995168870586,37.5341738518157,11030650,이태원1동,11030,용산구
MA010120220809675571,섬집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100650336,1,대지,65,336,서울특별시 용산구 한강로3가 65-336,111704106408,서울특별시 용산구 한강대로14가길,2,,1117012800100650336012341,,서울특별시 용산구 한강대로14가길 2,140883,04389,,1,,126.965270131717,37.5245101067988,11030730,한강로동,11030,용산구
MA010120220800283950,정규창법무사사무소,,M1,과학·기술,M103,법무관련 ,M10303,법무사,M71103,법무사업,11,서울특별시,11170,용산구,11170560,원효로1동,1117012300,신계동,1117012300100400006,1,대지,40,6,서울특별시 용산구 신계동 40-6,111703005018,서울특별시 용산구 새창로,150,,1117012300100400006014486,가나빌딩,서울특별시 용산구 새창로 150,140090,04366,,4,,126.962041015618,37.5343931003403,11030720,원효로1동,11030,용산구
MA010120220812318728,필희,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11170,용산구,11170560,원효로1동,1117011200,원효로1가,1117011200100240010,1,대지,24,10,서울특별시 용산구 원효로1가 24-10,111704106099,서울특별시 용산구 백범로81길,2,,1117011200100240010019025,,서울특별시 용산구 백범로81길 2,140846,04316,,1,,126.965173137435,37.5384755978648,11030720,원효로1동,11030,용산구
MA010120220808092014,포비케이,,N1,시설관리·임대,N101,시설관리,N10101,사업시설 유지·관리 서비스업,N74100,사업시설 유지ㆍ관리 서비스업,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100160009,1,대지,16,9,서울특별시 용산구 한강로3가 16-9,111703101023,서울특별시 용산구 청파로,74,,1117012800100160009011402,전자랜드,서울특별시 용산구 청파로 74,140749,04372,,,,126.959564082485,37.5327884965563,11030730,한강로동,11030,용산구
MA010120220800303726,모닝,,G2,소매,G209,섬유·의복·신발 소매,G20911,가방 소매업,G47440,가방 및 기타 가죽제품 소매업,11,서울특별시,11170,용산구,11170650,이태원1동,1117013000,이태원동,1117013000101240009,1,대지,124,9,서울특별시 용산구 이태원동 124-9,111703102009,서울특별시 용산구 이태원로,203,,1117013000101240009009559,,서울특별시 용산구 이태원로 203,140858,04349,,,,126.996617048692,37.534822622791,11030650,이태원1동,11030,용산구
MA010120220813536405,오션투테이블,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11170,용산구,11170560,원효로1동,1117011200,원효로1가,1117011200100430013,1,대지,43,13,서울특별시 용산구 원효로1가 43-13,111704106100,서울특별시 용산구 백범로87길,54,,1117011200100430013029668,,서울특별시 용산구 백범로87길 54,140845,04315,,4,,126.969574165067,37.5395039539358,11030720,원효로1동,11030,용산구
MA010120220802659219,옳다크리에이티브솔루션,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11170,용산구,11170625,한강로동,1117012500,한강로2가,1117012500100020036,1,대지,2,36,서울특별시 용산구 한강로2가 2-36,111703005018,서울특별시 용산구 새창로,213,12,1117012500100020036029066,한강현대하이엘,서울특별시 용산구 새창로 213-12,140871,04376,,,,126.968027871066,37.5304845280259,11030730,한강로동,11030,용산구
MA010120220805471748,퀸에스테틱,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,11,서울특별시,11170,용산구,11170630,이촌1동,1117012900,이촌동,1117012900103000027,1,대지,300,27,서울특별시 용산구 이촌동 300-27,111703102008,서울특별시 용산구 이촌로,224,,1117012900103000027011211,리바뷰,서울특별시 용산구 이촌로 224,140854,04427,,1,,126.971946226801,37.520169048337,11030630,이촌1동,11030,용산구
MA010120220800614720,원인어밀리언,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11170,용산구,11170685,한남동,1117013100,한남동,1117013100106840062,1,대지,684,62,서울특별시 용산구 한남동 684-62,111704106321,서울특별시 용산구 이태원로54길,31,,1117013100106840062004978,,서울특별시 용산구 이태원로54길 31,140891,04400,,1,,127.001946102933,37.537030106757,11030740,한남동,11030,용산구
MA010120220807166723,동감건축사사무소,,M1,과학·기술,M109,기술 서비스,M10901,건축 설계 및 관련 서비스업,M72111,건축 설계 및 관련 서비스업,11,서울특별시,11170,용산구,11170650,이태원1동,1117013000,이태원동,1117013000100440017,1,대지,44,17,서울특별시 용산구 이태원동 44-17,111704106007,서울특별시 용산구 녹사평대로32길,47,,1117013000100440017010696,,서울특별시 용산구 녹사평대로32길 47,140863,04390,,2,,126.99079048662,37.5327049598933,11030650,이태원1동,11030,용산구
MA010120220800288125,인투고,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11170,용산구,11170520,용산2가동,1117010200,용산동2가,1117010200100380009,1,대지,38,9,서울특별시 용산구 용산동2가 38-9,111703102005,서울특별시 용산구 신흥로,45,,1117010200100380009025503,,서울특별시 용산구 신흥로 45,140842,04338,,1,,126.987326776356,37.5424985130074,11030520,용산2가동,11030,용산구
MA010120220807505418,비알배스킨라빈스한남,코리아,I2,음식,I210,기타 간이,I21008,아이스크림/빙수,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11170,용산구,11170685,한남동,1117013100,한남동,1117013100106410002,1,대지,641,2,서울특별시 용산구 한남동 641-2,111703102001,서울특별시 용산구 대사관로,66,1,1117013100106410002006285,,서울특별시 용산구 대사관로 66-1,140887,04402,,1,,127.005430707887,37.5332097547254,11030740,한남동,11030,용산구
MA010120220807168428,아프로브라질리안컬처센터,,P1,교육,P106,기타 교육,P10601,태권도/무술학원,P85611,태권도 및 무술 교육기관,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100980000,1,대지,98,,서울특별시 용산구 한강로3가 98,111703102004,서울특별시 용산구 서빙고로,17,,,용산센트럴파크,서울특별시 용산구 서빙고로 17,140013,04387,,2,,126.967656503733,37.5258983278588,11030730,한강로동,11030,용산구
MA010120220800260585,자원대구탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11170,용산구,11170625,한강로동,1117012400,한강로1가,1117012400101430002,1,대지,143,2,서울특별시 용산구 한강로1가 143-2,111704106442,서울특별시 용산구 한강대로62가길,6,,1117012400101430002014547,,서울특별시 용산구 한강대로62가길 6,140011,04382,,,,126.974113106815,37.5347117138933,11030730,한강로동,11030,용산구
MA010120220800315527,서울특별시옥외광고협회용산구지부,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11170,용산구,11170625,한강로동,1117012500,한강로2가,1117012500100950001,1,대지,95,1,서울특별시 용산구 한강로2가 95-1,111704106435,서울특별시 용산구 한강대로48길,9,,1117012500100950002013231,보원빌딩,서울특별시 용산구 한강대로48길 9,140872,04382,,,,126.971229141779,37.5317017031024,11030730,한강로동,11030,용산구
MA010120220814278842,쎕,,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,11,서울특별시,11170,용산구,11170700,보광동,1117013600,보광동,1117013600102440005,1,대지,244,5,서울특별시 용산구 보광동 244-5,111704106118,서울특별시 용산구 보광로31길,1,,1117013600102440005001233,,서울특별시 용산구 보광로31길 1,140823,04394,,1,,126.997929657178,37.5290652551705,11030700,보광동,11030,용산구
MA010120220804926088,오리지널팬케이크하우스이태원점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11170,용산구,11170650,이태원1동,1117013000,이태원동,1117013000101720002,1,대지,172,2,서울특별시 용산구 이태원동 172-2,111703102009,서울특별시 용산구 이태원로,153,,1117013000101720002009588,,서울특별시 용산구 이태원로 153,140864,04351,,1,,126.990993909268,37.5345970776325,11030650,이태원1동,11030,용산구
MA010120220800287785,마라돈왕주먹고기,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100400142,1,대지,40,142,서울특별시 용산구 한강로3가 40-142,111704106413,서울특별시 용산구 한강대로17길,7,,1117012800100400142011476,,서울특별시 용산구 한강대로17길 7,140880,04379,,1,,126.964228597051,37.5261225898896,11030730,한강로동,11030,용산구
MA010120220808762900,지쎈하이진,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100980000,1,대지,98,,서울특별시 용산구 한강로3가 98,111703102004,서울특별시 용산구 서빙고로,17,,,용산센트럴파크,서울특별시 용산구 서빙고로 17,140013,04387,,,,126.967656503733,37.5258983278588,11030730,한강로동,11030,용산구
MA010120220800276438,치킨플러스,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11170,용산구,11170530,남영동,1117010500,남영동,1117010500100670002,1,대지,67,2,서울특별시 용산구 남영동 67-2,111702005005,서울특별시 용산구 한강대로,278,,1117010500100670002023686,,서울특별시 용산구 한강대로 278,140160,04352,,,,126.972842887392,37.5430637000363,11030530,남영동,11030,용산구
MA010120220803321514,우가네,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11170,용산구,11170700,보광동,1117013600,보광동,1117013600100710009,1,대지,71,9,서울특별시 용산구 보광동 71-9,111703102011,서울특별시 용산구 장문로,109,,1117013600100710009002529,,서울특별시 용산구 장문로 109,140822,04415,,,,127.001764822333,37.5265154248225,11030700,보광동,11030,용산구
MA010120220800286313,아르코이리스,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,11,서울특별시,11170,용산구,11170700,보광동,1117013600,보광동,1117013600102430006,1,대지,243,6,서울특별시 용산구 보광동 243-6,111703102003,서울특별시 용산구 보광로,65,,1117013600102430006001670,,서울특별시 용산구 보광로 65,140823,04392,,,,126.997522365001,37.5294166379733,11030700,보광동,11030,용산구
MA010120220800292750,경인약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,11,서울특별시,11170,용산구,11170590,용문동,1117012100,용문동,1117012100100410002,1,대지,41,2,서울특별시 용산구 용문동 41-2,111704106132,서울특별시 용산구 새창로14길,50,,1117012100100410002015553,,서울특별시 용산구 새창로14길 50,140832,04356,,,,126.959448460219,37.5373745504845,11030590,용문동,11030,용산구
MA010120220804540762,한남베이프,,G2,소매,G207,담배 소매,G20701,담배/전자담배 소매업,G47222,담배 소매업,11,서울특별시,11170,용산구,11170685,한남동,1117013100,한남동,1117013100101020003,1,대지,102,3,서울특별시 용산구 한남동 102-3,111703005014,서울특별시 용산구 독서당로,33,,1117013100101020003006692,,서울특별시 용산구 독서당로 33,140889,04410,,1,,127.007467038287,37.5313535810827,11030740,한남동,11030,용산구
MA010120220804774223,현대상회현대종합설비,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,11,서울특별시,11170,용산구,11170700,보광동,1117013600,보광동,1117013600102650949,1,대지,265,949,서울특별시 용산구 보광동 265-949,111704106215,서울특별시 용산구 우사단로10길,68,,1117013600102650949000573,,서울특별시 용산구 우사단로10길 68,140824,04407,,1,,126.999049638237,37.5322548145805,11030700,보광동,11030,용산구
MA010120220800441511,요가라테스,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85611,태권도 및 무술 교육기관,11,서울특별시,11170,용산구,11170625,한강로동,1117012400,한강로1가,1117012400102390001,1,대지,239,1,서울특별시 용산구 한강로1가 239-1,111702005005,서울특별시 용산구 한강대로,178,,1117012400102390001014721,,서울특별시 용산구 한강대로 178,140011,04382,,3,,126.973253375598,37.5342970619286,11030730,한강로동,11030,용산구
MA010120220800282594,레자미,,G2,소매,G222,중고 상품 소매,G22201,중고 상품 소매업,G47861,중고 가구 소매업,11,서울특별시,11170,용산구,11170650,이태원1동,1117013000,이태원동,1117013000100220031,1,대지,22,31,서울특별시 용산구 이태원동 22-31,111704106005,서울특별시 용산구 녹사평대로26길,66,,1117013000100220031010462,,서울특별시 용산구 녹사평대로26길 66,140860,04392,,2,,126.993042057031,37.5315788625021,11030650,이태원1동,11030,용산구
MA010120220808360963,일성액자,,G2,소매,G218,장식품 소매,G21802,기념품점,G47842,기념품; 관광 민예품 및 장식용품 소매업,11,서울특별시,11170,용산구,11170625,한강로동,1117012400,한강로1가,1117012400103050006,1,대지,305,6,서울특별시 용산구 한강로1가 305-6,111702005005,서울특별시 용산구 한강대로,165,,,제,서울특별시 용산구 한강대로 165,140011,04375,,,,126.971974972441,37.5340444852283,11030730,한강로동,11030,용산구
MA010120220800277531,스마일정보통신,,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,11,서울특별시,11170,용산구,11170560,원효로1동,1117011300,원효로2가,1117011300100880002,1,대지,88,2,서울특별시 용산구 원효로2가 88-2,111704106245,서울특별시 용산구 원효로41길,69,,1117011300100880002019288,,서울특별시 용산구 원효로41길 69,140847,04363,,1,,126.960942706573,37.5359965234337,11030720,원효로1동,11030,용산구
MA010120220800324003,디오에스,,N1,시설관리·임대,N108,기타 사업 서비스,N10802,전시/컨벤션/행사 대행 서비스업,N75992,전시; 컨벤션 및 행사 대행업,11,서울특별시,11170,용산구,11170520,용산2가동,1117010200,용산동2가,1117010200100010394,1,대지,1,394,서울특별시 용산구 용산동2가 1-394,111703102005,서울특별시 용산구 신흥로,144,1,1117010200100010394024458,,서울특별시 용산구 신흥로 144-1,140833,04337,,,,126.981973732725,37.5461108245271,11030520,용산2가동,11030,용산구
MA010120220814034874,정성담은회,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,11,서울특별시,11170,용산구,11170560,원효로1동,1117011300,원효로2가,1117011300100840005,1,대지,84,5,서울특별시 용산구 원효로2가 84-5,111703005018,서울특별시 용산구 새창로,131,2,1117011300100840005019336,,서울특별시 용산구 새창로 131-2,140847,04364,,1,,126.96157642354,37.5357804911833,11030720,원효로1동,11030,용산구
MA010120220803900923,현대아이파크레노마,,G2,소매,G209,섬유·의복·신발 소매,G20901,남성 의류 소매업,G47411,남자용 겉옷 소매업,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100400999,1,대지,40,999,서울특별시 용산구 한강로3가 40-999,111704106416,서울특별시 용산구 한강대로21나길,7,,1117012800100400999012888,현대아이파크몰패션파크,서울특별시 용산구 한강대로21나길 7,140780,04377,,5,,126.963243494836,37.5279152812857,11030730,한강로동,11030,용산구
MA010120220800319358,유라시아주,글로리아,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,11,서울특별시,11170,용산구,11170580,효창동,1117011900,효창동,1117011900100050041,1,대지,5,41,서울특별시 용산구 효창동 5-41,111704106552,서울특별시 용산구 효창원로70길,15,,1117011900100050041016533,명칭없음,서울특별시 용산구 효창원로70길 15,140896,04312,,1,,126.96304430238,37.5418356806106,11030580,효창동,11030,용산구
MA010120220805308751,원부동산컨설팅공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11170,용산구,11170650,이태원1동,1117013000,이태원동,1117013000100870002,1,대지,87,2,서울특별시 용산구 이태원동 87-2,111704106004,서울특별시 용산구 녹사평대로26가길,5,,1117013000100870004010252,,서울특별시 용산구 녹사평대로26가길 5,140863,04391,,1,,126.99201244626,37.5321554381529,11030650,이태원1동,11030,용산구
MA010120220800315606,숙명학원학,,P1,교육,P107,교육 지원,P10799,기타 교육지원 서비스업,P85709,기타 교육지원 서비스업,11,서울특별시,11170,용산구,11170555,청파동,1117011000,청파동2가,1117011000100530012,1,대지,53,12,서울특별시 용산구 청파동2가 53-12,111704106365,서울특별시 용산구 청파로47길,100,,1117011000100530006020073,,서울특별시 용산구 청파로47길 100,140742,04310,,,,126.965079358457,37.5454673275581,11030710,청파동,11030,용산구
MA010120220800283266,대운사,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11170,용산구,11170555,청파동,1117011000,청파동2가,1117011000100660008,1,대지,66,8,서울특별시 용산구 청파동2가 66-8,111704106365,서울특별시 용산구 청파로47길,62,2,1117011000100660008000001,,서울특별시 용산구 청파로47길 62-2,140132,04309,,,,126.967014598763,37.5449362944938,11030710,청파동,11030,용산구
MA010120220800274049,사랑과사랑,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11170,용산구,11170530,남영동,1117010500,남영동,1117010500100780001,1,대지,78,1,서울특별시 용산구 남영동 78-1,111702005005,서울특별시 용산구 한강대로,274,,1117010500100780001023891,,서울특별시 용산구 한강대로 274,140160,04352,,,,126.972922203164,37.5427663884035,11030530,남영동,11030,용산구
MA010120220811942436,부동산컨설팅공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11170,용산구,11170650,이태원1동,1117013000,이태원동,1117013000100360022,1,대지,36,22,서울특별시 용산구 이태원동 36-22,111704106005,서울특별시 용산구 녹사평대로26길,26,,1117013000100360022010530,,서울특별시 용산구 녹사평대로26길 26,140863,04392,,1,,126.991707097944,37.5310291654909,11030650,이태원1동,11030,용산구
MA010120220801324036,경주이씨판석공파손종친회,,N1,시설관리·임대,N101,시설관리,N10101,사업시설 유지·관리 서비스업,N74100,사업시설 유지ㆍ관리 서비스업,11,서울특별시,11170,용산구,11170530,남영동,1117010700,동자동,1117010700100430073,1,대지,43,73,서울특별시 용산구 동자동 43-73,111702005005,서울특별시 용산구 한강대로,397,,1117010700100430073023034,부양빌딩,서울특별시 용산구 한강대로 397,140821,04320,,,,126.972352349336,37.5538215105597,11030530,남영동,11030,용산구
MA010120220812575022,엘림스트링음악교습소,,P1,교육,P106,기타 교육,P10609,음악학원,P85621,음악학원,11,서울특별시,11170,용산구,11170625,한강로동,1117012400,한강로1가,1117012400102920001,1,대지,292,1,서울특별시 용산구 한강로1가 292-1,111702005005,서울특별시 용산구 한강대로,171,,1117012400102920001014484,,서울특별시 용산구 한강대로 171,140011,04375,,1,,126.972382153767,37.5343869614826,11030730,한강로동,11030,용산구
MA010120220806433079,준스포츠앤컴퍼니,,P1,교육,P106,기타 교육,P10601,태권도/무술학원,P85611,태권도 및 무술 교육기관,11,서울특별시,11170,용산구,11170580,효창동,1117011900,효창동,1117011900102550004,1,대지,255,4,서울특별시 용산구 효창동 255-4,111703005022,서울특별시 용산구 효창원로,177,15,1117011900102550004000447,,서울특별시 용산구 효창원로 177-15,140898,04311,,,,126.961651392826,37.5440426852716,11030580,효창동,11030,용산구
MA010120220800275591,성우마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,11,서울특별시,11170,용산구,11170700,보광동,1117013600,보광동,1117013600100750020,1,대지,75,20,서울특별시 용산구 보광동 75-20,111703102011,서울특별시 용산구 장문로,113,1,1117013600100750020002885,,서울특별시 용산구 장문로 113-1,140822,04415,,,,127.002036339339,37.5267316609462,11030700,보광동,11030,용산구
MA010120220800266254,엘지자이공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11170,용산구,11170630,이촌1동,1117012900,이촌동,1117012900103020095,1,대지,302,95,서울특별시 용산구 이촌동 302-95,111703102008,서울특별시 용산구 이촌로,210,,1117012900103020095011180,,서울특별시 용산구 이촌로 210,140854,04427,,1,,126.970407527384,37.5208444250601,11030630,이촌1동,11030,용산구
MA010120220804214637,건축사사무소이건축연구소,,M1,과학·기술,M109,기술 서비스,M10901,건축 설계 및 관련 서비스업,M72111,건축 설계 및 관련 서비스업,11,서울특별시,11170,용산구,11170685,한남동,1117013100,한남동,1117013100107450002,1,대지,745,2,서울특별시 용산구 한남동 745-2,111704106324,서울특별시 용산구 이태원로55나길,7,,1117013100107450002004847,,서울특별시 용산구 이태원로55나길 7,140893,04348,,,,126.998732778721,37.5365255557125,11030740,한남동,11030,용산구
MA010120220800684927,아크바인,,G2,소매,G209,섬유·의복·신발 소매,G20907,액세서리/잡화 소매업,G47422,의복 액세서리 및 모조 장신구 소매업,11,서울특별시,11170,용산구,11170685,한남동,1117013100,한남동,1117013100106840030,1,대지,684,30,서울특별시 용산구 한남동 684-30,111704106321,서울특별시 용산구 이태원로54길,62,,1117013100106840031005147,,서울특별시 용산구 이태원로54길 62,140891,04400,,,,127.000973034023,37.5356876279413,11030740,한남동,11030,용산구
MA010120220800310578,오디오아트,,G2,소매,G208,가전·통신 소매,G20803,가전제품 소매업,G47320,가전제품 소매업,11,서울특별시,11170,용산구,11170625,한강로동,1117012800,한강로3가,1117012800100160009,1,대지,16,9,서울특별시 용산구 한강로3가 16-9,111703101023,서울특별시 용산구 청파로,74,,1117012800100160009011402,층,서울특별시 용산구 청파로 74,140749,04372,,,,126.959564082485,37.5327884965563,11030730,한강로동,11030,용산구
MA010120220800275046,이미지피그,,G2,소매,G221,기타 상품 소매,G22199,그 외 기타 상품 전문 소매업,G47859,그 외 기타 분류 안된 상품 전문 소매업,11,서울특별시,11170,용산구,11170560,원효로1동,1117012300,신계동,1117012300100260002,1,대지,26,2,서울특별시 용산구 신계동 26-2,111704106252,서울특별시 용산구 원효로58길,34,,1117012300100260002014578,,서울특별시 용산구 원효로58길 34,140090,04367,,3,,126.963522993886,37.5347539677052,11030720,원효로1동,11030,용산구
MA010120220805014654,광신리츠,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11170,용산구,11170690,서빙고동,1117013200,동빙고동,1117013200100280018,1,대지,28,18,서울특별시 용산구 동빙고동 28-18,111704106168,서울특별시 용산구 서빙고로91라길,16,6,1117013200100280018003422,,서울특별시 용산구 서빙고로91라길 16-6,140810,04395,,,,126.996572238383,37.5250647747538,11030690,서빙고동,11030,용산구
